Country Name,Country Code,Classification Name,Classification Code,Series Name,Series Code,2011 [YR2011],Region 
Curaçao,CUW,01. Gross domestic product,C01,PRICE LEVEL INDEX (World = 100),S08,93.08932498,CARIBBEAN
Curaçao,CUW,02. Actual individual consumption,C02,REAL EXPENDITURES PER CAPITA (US$),S06,20689.76926,CARIBBEAN
Curaçao,CUW,02. Actual individual consumption,C02,PRICE LEVEL INDEX (World = 100),S08,92.65029918,CARIBBEAN
Cyprus,CYP,01. Gross domestic product,C01,REAL EXPENDITURES PER CAPITA (US$),S06,31228.68946,Eurostat-OECD
Cyprus,CYP,01. Gross domestic product,C01,PRICE LEVEL INDEX (World = 100),S08,120.6070611,Eurostat-OECD
Cyprus,CYP,02. Actual individual consumption,C02,REAL EXPENDITURES PER CAPITA (US$),S06,22956.69667,Eurostat-OECD
Cyprus,CYP,02. Actual individual consumption,C02,PRICE LEVEL INDEX (World = 100),S08,121.3537513,Eurostat-OECD
Czech Republic,CZE,01. Gross domestic product,C01,REAL EXPENDITURES PER CAPITA (US$),S06,27045.44372,Eurostat-OECD
Czech Republic,CZE,01. Gross domestic product,C01,PRICE LEVEL INDEX (World = 100),S08,98.18169123,Eurostat-OECD
Czech Republic,CZE,02. Actual individual consumption,C02,REAL EXPENDITURES PER CAPITA (US$),S06,16630.81458,Eurostat-OECD
Czech Republic,CZE,02. Actual individual consumption,C02,PRICE LEVEL INDEX (World = 100),S08,94.75616748,Eurostat-OECD
Denmark,DNK,01. Gross domestic product,C01,REAL EXPENDITURES PER CAPITA (US$),S06,41842.74561,Eurostat-OECD
Denmark,DNK,01. Gross domestic product,C01,PRICE LEVEL INDEX (World = 100),S08,185.0037077,Eurostat-OECD
Denmark,DNK,02. Actual individual consumption,C02,REAL EXPENDITURES PER CAPITA (US$),S06,26288.48474,Eurostat-OECD
Denmark,DNK,02. Actual individual consumption,C02,PRICE LEVEL INDEX (World = 100),S08,196.4463338,Eurostat-OECD
Djibouti,DJI,01. Gross domestic product,C01,REAL EXPENDITURES PER CAPITA (US$),S06,2411.893819,AFRICA
Djibouti,DJI,01. Gross domestic product,C01,PRICE LEVEL INDEX (World = 100),S08,68.20757757,AFRICA
Djibouti,DJI,02. Actual individual consumption,C02,REAL EXPENDITURES PER CAPITA (US$),S06,1719.401883,AFRICA
Djibouti,DJI,02. Actual individual consumption,C02,PRICE LEVEL INDEX (World = 100),S08,66.08724319,AFRICA
Dominica,DMA,01. Gross domestic product,C01,REAL EXPENDITURES PER CAPITA (US$),S06,9982.936221,CARIBBEAN
Dominica,DMA,01. Gross domestic product,C01,PRICE LEVEL INDEX (World = 100),S08,88.88435787,CARIBBEAN
Dominica,DMA,02. Actual individual consumption,C02,REAL EXPENDITURES PER CAPITA (US$),S06,8663.954578,CARIBBEAN
Dominica,DMA,02. Actual individual consumption,C02,PRICE LEVEL INDEX (World = 100),S08,88.82245102,CARIBBEAN
Dominican Republic,DOM,01. Gross domestic product,C01,REAL EXPENDITURES PER CAPITA (US$),S06,10857.88046,LATIN AMERICA
Dominican Republic,DOM,01. Gross domestic product,C01,PRICE LEVEL INDEX (World = 100),S08,65.8100588,LATIN AMERICA
Dominican Republic,DOM,02. Actual individual consumption,C02,REAL EXPENDITURES PER CAPITA (US$),S06,9721.592322,LATIN AMERICA
Dominican Republic,DOM,02. Actual individual consumption,C02,PRICE LEVEL INDEX (World = 100),S08,63.15803269,LATIN AMERICA
Ecuador,ECU,01. Gross domestic product,C01,REAL EXPENDITURES PER CAPITA (US$),S06,9931.535956,LATIN AMERICA
Ecuador,ECU,01. Gross domestic product,C01,PRICE LEVEL INDEX (World = 100),S08,67.85233967,LATIN AMERICA
Ecuador,ECU,02. Actual individual consumption,C02,REAL EXPENDITURES PER CAPITA (US$),S06,6759.05214,LATIN AMERICA
Ecuador,ECU,02. Actual individual consumption,C02,PRICE LEVEL INDEX (World = 100),S08,64.63849264,LATIN AMERICA
"Egypt, Arab Rep. ",EGZ,01. Gross domestic product,C01,REAL EXPENDITURES PER CAPITA (US$),S06,10598.53426,WESTERN ASIA
"Egypt, Arab Rep. ",EGZ,01. Gross domestic product,C01,PRICE LEVEL INDEX (World = 100),S08,35.13231393,WESTERN ASIA
"Egypt, Arab Rep. ",EGZ,02. Actual individual consumption,C02,REAL EXPENDITURES PER CAPITA (US$),S06,8529.305323,WESTERN ASIA
"Egypt, Arab Rep. ",EGZ,02. Actual individual consumption,C02,PRICE LEVEL INDEX (World = 100),S08,33.56244617,WESTERN ASIA
El Salvador,SLV,01. Gross domestic product,C01,REAL EXPENDITURES PER CAPITA (US$),S06,7357.217614,LATIN AMERICA
El Salvador,SLV,01. Gross domestic product,C01,PRICE LEVEL INDEX (World = 100),S08,64.86804462,LATIN AMERICA
El Salvador,SLV,02. Actual individual consumption,C02,REAL EXPENDITURES PER CAPITA (US$),S06,7285.406808,LATIN AMERICA
El Salvador,SLV,02. Actual individual consumption,C02,PRICE LEVEL INDEX (World = 100),S08,62.3518676,LATIN AMERICA
Equatorial Guinea,GNQ,01. Gross domestic product,C01,REAL EXPENDITURES PER CAPITA (US$),S06,39439.74763,AFRICA
Equatorial Guinea,GNQ,01. Gross domestic product,C01,PRICE LEVEL INDEX (World = 100),S08,80.50110569,AFRICA
Equatorial Guinea,GNQ,02. Actual individual consumption,C02,REAL EXPENDITURES PER CAPITA (US$),S06,4916.376749,AFRICA
Equatorial Guinea,GNQ,02. Actual individual consumption,C02,PRICE LEVEL INDEX (World = 100),S08,80.33248873,AFRICA
Estonia,EST,01. Gross domestic product,C01,REAL EXPENDITURES PER CAPITA (US$),S06,23088.45676,Eurostat-OECD
Estonia,EST,01. Gross domestic product,C01,PRICE LEVEL INDEX (World = 100),S08,93.94550679,Eurostat-OECD
Estonia,EST,02. Actual individual consumption,C02,REAL EXPENDITURES PER CAPITA (US$),S06,13795.1219,Eurostat-OECD
Estonia,EST,02. Actual individual consumption,C02,PRICE LEVEL INDEX (World = 100),S08,93.11767302,Eurostat-OECD
Ethiopia,ETH,01. Gross domestic product,C01,REAL EXPENDITURES PER CAPITA (US$),S06,1214.134954,AFRICA
Ethiopia,ETH,01. Gross domestic product,C01,PRICE LEVEL INDEX (World = 100),S08,37.53781083,AFRICA
Ethiopia,ETH,02. Actual individual consumption,C02,REAL EXPENDITURES PER CAPITA (US$),S06,978.8580931,AFRICA
Ethiopia,ETH,02. Actual individual consumption,C02,PRICE LEVEL INDEX (World = 100),S08,36.39354882,AFRICA
Fiji,FJI,01. Gross domestic product,C01,REAL EXPENDITURES PER CAPITA (US$),S06,7557.778666,ASIA AND THE PACIFIC
Fiji,FJI,01. Gross domestic product,C01,PRICE LEVEL INDEX (World = 100),S08,74.95792982,ASIA AND THE PACIFIC
Fiji,FJI,02. Actual individual consumption,C02,REAL EXPENDITURES PER CAPITA (US$),S06,5397.366335,ASIA AND THE PACIFIC
Fiji,FJI,02. Actual individual consumption,C02,PRICE LEVEL INDEX (World = 100),S08,77.80937027,ASIA AND THE PACIFIC
Finland,FIN,01. Gross domestic product,C01,REAL EXPENDITURES PER CAPITA (US$),S06,38610.87839,Eurostat-OECD
Finland,FIN,01. Gross domestic product,C01,PRICE LEVEL INDEX (World = 100),S08,162.6000768,Eurostat-OECD
Finland,FIN,02. Actual individual consumption,C02,REAL EXPENDITURES PER CAPITA (US$),S06,26581.59239,Eurostat-OECD
Finland,FIN,02. Actual individual consumption,C02,PRICE LEVEL INDEX (World = 100),S08,164.8019527,Eurostat-OECD
France,FRA,01. Gross domestic product,C01,REAL EXPENDITURES PER CAPITA (US$),S06,36391.00023,Eurostat-OECD
France,FRA,01. Gross domestic product,C01,PRICE LEVEL INDEX (World = 100),S08,151.4071934,Eurostat-OECD
France,FRA,02. Actual individual consumption,C02,REAL EXPENDITURES PER CAPITA (US$),S06,26486.23568,Eurostat-OECD
France,FRA,02. Actual individual consumption,C02,PRICE LEVEL INDEX (World = 100),S08,148.2724933,Eurostat-OECD
Gabon,GAB,01. Gross domestic product,C01,REAL EXPENDITURES PER CAPITA (US$),S06,16483.33544,AFRICA
Gabon,GAB,01. Gross domestic product,C01,PRICE LEVEL INDEX (World = 100),S08,86.94614211,AFRICA
Gabon,GAB,02. Actual individual consumption,C02,REAL EXPENDITURES PER CAPITA (US$),S06,5976.413979,AFRICA
Gabon,GAB,02. Actual individual consumption,C02,PRICE LEVEL INDEX (World = 100),S08,88.34522025,AFRICA
"Gambia, The",GMB,01. Gross domestic product,C01,REAL EXPENDITURES PER CAPITA (US$),S06,1506.680683,AFRICA
"Gambia, The",GMB,01. Gross domestic product,C01,PRICE LEVEL INDEX (World = 100),S08,43.50164426,AFRICA
"Gambia, The",GMB,02. Actual individual consumption,C02,REAL EXPENDITURES PER CAPITA (US$),S06,1220.591785,AFRICA
"Gambia, The",GMB,02. Actual individual consumption,C02,PRICE LEVEL INDEX (World = 100),S08,41.31824428,AFRICA
Germany,DEU,01. Gross domestic product,C01,REAL EXPENDITURES PER CAPITA (US$),S06,40989.72915,Eurostat-OECD
Germany,DEU,01. Gross domestic product,C01,PRICE LEVEL INDEX (World = 100),S08,139.5703307,Eurostat-OECD
Germany,DEU,02. Actual individual consumption,C02,REAL EXPENDITURES PER CAPITA (US$),S06,28477.96879,Eurostat-OECD
Germany,DEU,02. Actual individual consumption,C02,PRICE LEVEL INDEX (World = 100),S08,135.2682005,Eurostat-OECD
Ghana,GHA,01. Gross domestic product,C01,REAL EXPENDITURES PER CAPITA (US$),S06,3425.728557,AFRICA
Ghana,GHA,01. Gross domestic product,C01,PRICE LEVEL INDEX (World = 100),S08,59.65426224,AFRICA
Ghana,GHA,02. Actual individual consumption,C02,REAL EXPENDITURES PER CAPITA (US$),S06,2241.896523,AFRICA
Ghana,GHA,02. Actual individual consumption,C02,PRICE LEVEL INDEX (World = 100),S08,58.95636606,AFRICA
Greece,GRC,01. Gross domestic product,C01,REAL EXPENDITURES PER CAPITA (US$),S06,26622.45306,Eurostat-OECD
Greece,GRC,01. Gross domestic product,C01,PRICE LEVEL INDEX (World = 100),S08,124.2600874,Eurostat-OECD
Greece,GRC,02. Actual individual consumption,C02,REAL EXPENDITURES PER CAPITA (US$),S06,21253.94871,Eurostat-OECD
Greece,GRC,02. Actual individual consumption,C02,PRICE LEVEL INDEX (World = 100),S08,122.8561133,Eurostat-OECD
Grenada,GRD,01. Gross domestic product,C01,REAL EXPENDITURES PER CAPITA (US$),S06,11220.93521,LATIN AMERICA AND CARIBBEAN
Grenada,GRD,01. Gross domestic product,C01,PRICE LEVEL INDEX (World = 100),S08,85.16214215,LATIN AMERICA AND CARIBBEAN
Grenada,GRD,02. Actual individual consumption,C02,REAL EXPENDITURES PER CAPITA (US$),S06,10210.8307,LATIN AMERICA AND CARIBBEAN
Grenada,GRD,02. Actual individual consumption,C02,PRICE LEVEL INDEX (World = 100),S08,87.94601459,LATIN AMERICA AND CARIBBEAN
Guatemala,GTM,01. Gross domestic product,C01,REAL EXPENDITURES PER CAPITA (US$),S06,6971.257798,LATIN AMERICA AND CARIBBEAN
Guatemala,GTM,01. Gross domestic product,C01,PRICE LEVEL INDEX (World = 100),S08,60.05983216,LATIN AMERICA AND CARIBBEAN
Guatemala,GTM,02. Actual individual consumption,C02,REAL EXPENDITURES PER CAPITA (US$),S06,6222.081203,LATIN AMERICA AND CARIBBEAN
Guatemala,GTM,02. Actual individual consumption,C02,PRICE LEVEL INDEX (World = 100),S08,58.53960068,LATIN AMERICA AND CARIBBEAN
Guinea,GIN,01. Gross domestic product,C01,REAL EXPENDITURES PER CAPITA (US$),S06,1286.913333,AFRICA
Guinea,GIN,01. Gross domestic product,C01,PRICE LEVEL INDEX (World = 100),S08,49.04994875,AFRICA
Guinea,GIN,02. Actual individual consumption,C02,REAL EXPENDITURES PER CAPITA (US$),S06,788.5506691,AFRICA
Guinea,GIN,02. Actual individual consumption,C02,PRICE LEVEL INDEX (World = 100),S08,43.61643513,AFRICA
Guinea-Bissau,GNB,01. Gross domestic product,C01,REAL EXPENDITURES PER CAPITA (US$),S06,1364.681863,AFRICA
Guinea-Bissau,GNB,01. Gross domestic product,C01,PRICE LEVEL INDEX (World = 100),S08,60.14511835,AFRICA
Guinea-Bissau,GNB,02. Actual individual consumption,C02,REAL EXPENDITURES PER CAPITA (US$),S06,927.5940462,AFRICA
Guinea-Bissau,GNB,02. Actual individual consumption,C02,PRICE LEVEL INDEX (World = 100),S08,58.55854234,AFRICA
Haiti,HTI,01. Gross domestic product,C01,REAL EXPENDITURES PER CAPITA (US$),S06,1556.511082,LATIN AMERICA AND CARIBBEAN
Haiti,HTI,01. Gross domestic product,C01,PRICE LEVEL INDEX (World = 100),S08,60.80650762,LATIN AMERICA AND CARIBBEAN
Haiti,HTI,02. Actual individual consumption,C02,REAL EXPENDITURES PER CAPITA (US$),S06,1688.078137,LATIN AMERICA AND CARIBBEAN
Haiti,HTI,02. Actual individual consumption,C02,PRICE LEVEL INDEX (World = 100),S08,61.44658213,LATIN AMERICA AND CARIBBEAN
Honduras,HND,01. Gross domestic product,C01,REAL EXPENDITURES PER CAPITA (US$),S06,4349.443084,LATIN AMERICA AND CARIBBEAN
Honduras,HND,01. Gross domestic product,C01,PRICE LEVEL INDEX (World = 100),S08,67.66393536,LATIN AMERICA AND CARIBBEAN
Honduras,HND,02. Actual individual consumption,C02,REAL EXPENDITURES PER CAPITA (US$),S06,3748.481697,LATIN AMERICA AND CARIBBEAN
Honduras,HND,02. Actual individual consumption,C02,PRICE LEVEL INDEX (World = 100),S08,65.22419409,LATIN AMERICA AND CARIBBEAN
"Hong Kong SAR, China",HKG,01. Gross domestic product,C01,REAL EXPENDITURES PER CAPITA (US$),S06,50128.75855,ASIA AND THE PACIFIC
"Hong Kong SAR, China",HKG,01. Gross domestic product,C01,PRICE LEVEL INDEX (World = 100),S08,90.47859725,ASIA AND THE PACIFIC
"Hong Kong SAR, China",HKG,02. Actual individual consumption,C02,REAL EXPENDITURES PER CAPITA (US$),S06,32690.16935,ASIA AND THE PACIFIC
"Hong Kong SAR, China",HKG,02. Actual individual consumption,C02,PRICE LEVEL INDEX (World = 100),S08,89.35129013,ASIA AND THE PACIFIC
Hungary,HUN,01. Gross domestic product,C01,REAL EXPENDITURES PER CAPITA (US$),S06,22413.1345,Eurostat-OECD
Hungary,HUN,01. Gross domestic product,C01,PRICE LEVEL INDEX (World = 100),S08,79.3415755,Eurostat-OECD
Hungary,HUN,02. Actual individual consumption,C02,REAL EXPENDITURES PER CAPITA (US$),S06,14663.88225,Eurostat-OECD
Hungary,HUN,02. Actual individual consumption,C02,PRICE LEVEL INDEX (World = 100),S08,75.15322034,Eurostat-OECD
Iceland,ISL,01. Gross domestic product,C01,REAL EXPENDITURES PER CAPITA (US$),S06,38225.84525,Eurostat-OECD
Iceland,ISL,01. Gross domestic product,C01,PRICE LEVEL INDEX (World = 100),S08,148.3255171,Eurostat-OECD
Iceland,ISL,02. Actual individual consumption,C02,REAL EXPENDITURES PER CAPITA (US$),S06,25838.69264,Eurostat-OECD
Iceland,ISL,02. Actual individual consumption,C02,PRICE LEVEL INDEX (World = 100),S08,145.503662,Eurostat-OECD
India,IND,01. Gross domestic product,C01,REAL EXPENDITURES PER CAPITA (US$),S06,4734.98162,ASIA AND THE PACIFIC
India,IND,01. Gross domestic product,C01,PRICE LEVEL INDEX (World = 100),S08,41.74797561,ASIA AND THE PACIFIC
India,IND,02. Actual individual consumption,C02,REAL EXPENDITURES PER CAPITA (US$),S06,3022.67231,ASIA AND THE PACIFIC
India,IND,02. Actual individual consumption,C02,PRICE LEVEL INDEX (World = 100),S08,37.4091415,ASIA AND THE PACIFIC
Indonesia,IDN,01. Gross domestic product,C01,REAL EXPENDITURES PER CAPITA (US$),S06,8538.611417,ASIA AND THE PACIFIC
Indonesia,IDN,01. Gross domestic product,C01,PRICE LEVEL INDEX (World = 100),S08,53.02762709,ASIA AND THE PACIFIC
Indonesia,IDN,02. Actual individual consumption,C02,REAL EXPENDITURES PER CAPITA (US$),S06,4805.367822,ASIA AND THE PACIFIC
Indonesia,IDN,02. Actual individual consumption,C02,PRICE LEVEL INDEX (World = 100),S08,53.02742843,ASIA AND THE PACIFIC
Iraq,IRQ,01. Gross domestic product,C01,REAL EXPENDITURES PER CAPITA (US$),S06,11129.55561,WESTERN ASIA
Iraq,IRQ,01. Gross domestic product,C01,PRICE LEVEL INDEX (World = 100),S08,55.54256406,WESTERN ASIA
Iraq,IRQ,02. Actual individual consumption,C02,REAL EXPENDITURES PER CAPITA (US$),S06,5380.68394,WESTERN ASIA
Iraq,IRQ,02. Actual individual consumption,C02,PRICE LEVEL INDEX (World = 100),S08,52.23949952,WESTERN ASIA
Ireland,IRL,01. Gross domestic product,C01,REAL EXPENDITURES PER CAPITA (US$),S06,42942.09088,Eurostat-OECD
Ireland,IRL,01. Gross domestic product,C01,PRICE LEVEL INDEX (World = 100),S08,148.2937161,Eurostat-OECD
Ireland,IRL,02. Actual individual consumption,C02,REAL EXPENDITURES PER CAPITA (US$),S06,23042.55703,Eurostat-OECD
Ireland,IRL,02. Actual individual consumption,C02,PRICE LEVEL INDEX (World = 100),S08,162.9961291,Eurostat-OECD
Israel,ISR,01. Gross domestic product,C01,REAL EXPENDITURES PER CAPITA (US$),S06,30167.95956,Eurostat-OECD
Israel,ISR,01. Gross domestic product,C01,PRICE LEVEL INDEX (World = 100),S08,142.16549,Eurostat-OECD
Israel,ISR,02. Actual individual consumption,C02,REAL EXPENDITURES PER CAPITA (US$),S06,20482.77847,Eurostat-OECD
Israel,ISR,02. Actual individual consumption,C02,PRICE LEVEL INDEX (World = 100),S08,140.6867545,Eurostat-OECD
Italy,ITA,01. Gross domestic product,C01,REAL EXPENDITURES PER CAPITA (US$),S06,33869.68029,Eurostat-OECD
Italy,ITA,01. Gross domestic product,C01,PRICE LEVEL INDEX (World = 100),S08,137.7486338,Eurostat-OECD
Italy,ITA,02. Actual individual consumption,C02,REAL EXPENDITURES PER CAPITA (US$),S06,23875.29612,Eurostat-OECD
Italy,ITA,02. Actual individual consumption,C02,PRICE LEVEL INDEX (World = 100),S08,138.1840087,Eurostat-OECD
Jamaica,JAM,01. Gross domestic product,C01,REAL EXPENDITURES PER CAPITA (US$),S06,8329.227875,LATIN AMERICA AND CARIBBEAN
Jamaica,JAM,01. Gross domestic product,C01,PRICE LEVEL INDEX (World = 100),S08,81.25417657,LATIN AMERICA AND CARIBBEAN
Jamaica,JAM,02. Actual individual consumption,C02,REAL EXPENDITURES PER CAPITA (US$),S06,7240.891848,LATIN AMERICA AND CARIBBEAN
Jamaica,JAM,02. Actual individual consumption,C02,PRICE LEVEL INDEX (World = 100),S08,84.06498655,LATIN AMERICA AND CARIBBEAN
Japan,JPN,01. Gross domestic product,C01,REAL EXPENDITURES PER CAPITA (US$),S06,34262.05795,Eurostat-OECD
Japan,JPN,01. Gross domestic product,C01,PRICE LEVEL INDEX (World = 100),S08,173.6249322,Eurostat-OECD
Japan,JPN,02. Actual individual consumption,C02,REAL EXPENDITURES PER CAPITA (US$),S06,24447.38722,Eurostat-OECD
Japan,JPN,02. Actual individual consumption,C02,PRICE LEVEL INDEX (World = 100),S08,170.4055488,Eurostat-OECD
Jordan,JOR,01. Gross domestic product,C01,REAL EXPENDITURES PER CAPITA (US$),S06,11169.32858,WESTERN ASIA
Jordan,JOR,01. Gross domestic product,C01,PRICE LEVEL INDEX (World = 100),S08,53.28331753,WESTERN ASIA
Jordan,JOR,02. Actual individual consumption,C02,REAL EXPENDITURES PER CAPITA (US$),S06,8867.852405,WESTERN ASIA
Jordan,JOR,02. Actual individual consumption,C02,PRICE LEVEL INDEX (World = 100),S08,51.74048286,WESTERN ASIA
Kazakhstan,KAZ,01. Gross domestic product,C01,REAL EXPENDITURES PER CAPITA (US$),S06,20772.06612,COMMONWEALTH OF INDEPENDENT STATES
Kazakhstan,KAZ,01. Gross domestic product,C01,PRICE LEVEL INDEX (World = 100),S08,70.51017689,COMMONWEALTH OF INDEPENDENT STATES
Kazakhstan,KAZ,02. Actual individual consumption,C02,REAL EXPENDITURES PER CAPITA (US$),S06,11411.49686,COMMONWEALTH OF INDEPENDENT STATES
Kazakhstan,KAZ,02. Actual individual consumption,C02,PRICE LEVEL INDEX (World = 100),S08,59.98161884,COMMONWEALTH OF INDEPENDENT STATES
Kenya,KEN,01. Gross domestic product,C01,REAL EXPENDITURES PER CAPITA (US$),S06,2136.355255,AFRICA
Kenya,KEN,01. Gross domestic product,C01,PRICE LEVEL INDEX (World = 100),S08,49.8005018,AFRICA
Kenya,KEN,02. Actual individual consumption,C02,REAL EXPENDITURES PER CAPITA (US$),S06,1937.095705,AFRICA
Kenya,KEN,02. Actual individual consumption,C02,PRICE LEVEL INDEX (World = 100),S08,46.48749097,AFRICA
"Korea, Rep.",KOR,01. Gross domestic product,C01,REAL EXPENDITURES PER CAPITA (US$),S06,29034.75087,Eurostat-OECD
"Korea, Rep.",KOR,01. Gross domestic product,C01,PRICE LEVEL INDEX (World = 100),S08,99.43323502,Eurostat-OECD
"Korea, Rep.",KOR,02. Actual individual consumption,C02,REAL EXPENDITURES PER CAPITA (US$),S06,17481.28707,Eurostat-OECD
"Korea, Rep.",KOR,02. Actual individual consumption,C02,PRICE LEVEL INDEX (World = 100),S08,95.57217131,Eurostat-OECD
Kuwait,KWT,01. Gross domestic product,C01,REAL EXPENDITURES PER CAPITA (US$),S06,84058.16485,WESTERN ASIA
Kuwait,KWT,01. Gross domestic product,C01,PRICE LEVEL INDEX (World = 100),S08,80.35322931,WESTERN ASIA
Kuwait,KWT,02. Actual individual consumption,C02,REAL EXPENDITURES PER CAPITA (US$),S06,21888.40193,WESTERN ASIA
Kuwait,KWT,02. Actual individual consumption,C02,PRICE LEVEL INDEX (World = 100),S08,82.80651616,WESTERN ASIA
Kyrgyzstan,KGZ,01. Gross domestic product,C01,REAL EXPENDITURES PER CAPITA (US$),S06,3062.202156,COMMONWEALTH OF INDEPENDENT STATES
Kyrgyzstan,KGZ,01. Gross domestic product,C01,PRICE LEVEL INDEX (World = 100),S08,49.62242223,COMMONWEALTH OF INDEPENDENT STATES
Kyrgyzstan,KGZ,02. Actual individual consumption,C02,REAL EXPENDITURES PER CAPITA (US$),S06,3505.895941,COMMONWEALTH OF INDEPENDENT STATES
Kyrgyzstan,KGZ,02. Actual individual consumption,C02,PRICE LEVEL INDEX (World = 100),S08,39.22888973,COMMONWEALTH OF INDEPENDENT STATES
Lao PDR,LAO,01. Gross domestic product,C01,REAL EXPENDITURES PER CAPITA (US$),S06,4107.932981,ASIA AND THE PACIFIC
Lao PDR,LAO,01. Gross domestic product,C01,PRICE LEVEL INDEX (World = 100),S08,39.62894004,ASIA AND THE PACIFIC
